"Step,""2M-DDG - val/loss"",""2M-DDG - val/loss__MIN"",""2M-DDG - val/loss__MAX"""
"38,""0.16816702485084534"",""0.16816702485084534"",""0.16816702485084534"""
"39,""0.1646392047405243"",""0.1646392047405243"",""0.1646392047405243"""
"40,""0.16320811212062836"",""0.16320811212062836"",""0.16320811212062836"""
"41,""0.1616087257862091"",""0.1616087257862091"",""0.1616087257862091"""
"42,""0.16350169479846954"",""0.16350169479846954"",""0.16350169479846954"""
"43,""0.16639429330825806"",""0.16639429330825806"",""0.16639429330825806"""
"44,""0.16356228291988373"",""0.16356228291988373"",""0.16356228291988373"""
"45,""0.1636303961277008"",""0.1636303961277008"",""0.1636303961277008"""
"46,""0.16106024384498596"",""0.16106024384498596"",""0.16106024384498596"""
"47,""0.16240134835243225"",""0.16240134835243225"",""0.16240134835243225"""
"48,""0.16055399179458618"",""0.16055399179458618"",""0.16055399179458618"""
"49,""0.16042262315750122"",""0.16042262315750122"",""0.16042262315750122"""
"50,""0.1616073101758957"",""0.1616073101758957"",""0.1616073101758957"""
"51,""0.1642226278781891"",""0.1642226278781891"",""0.1642226278781891"""
"52,""0.163100004196167"",""0.163100004196167"",""0.163100004196167"""
"53,""0.158405601978302"",""0.158405601978302"",""0.158405601978302"""
"54,""0.15963459014892578"",""0.15963459014892578"",""0.15963459014892578"""
"55,""0.16055426001548767"",""0.16055426001548767"",""0.16055426001548767"""
"56,""0.16280077397823334"",""0.16280077397823334"",""0.16280077397823334"""
"57,""0.16132493317127228"",""0.16132493317127228"",""0.16132493317127228"""
"58,""0.16130532324314117"",""0.16130532324314117"",""0.16130532324314117"""
"59,""0.16016921401023865"",""0.16016921401023865"",""0.16016921401023865"""
"60,""0.16019335389137268"",""0.16019335389137268"",""0.16019335389137268"""
"61,""0.15772278606891632"",""0.15772278606891632"",""0.15772278606891632"""
"62,""0.15783914923667908"",""0.15783914923667908"",""0.15783914923667908"""
"63,""0.1653214991092682"",""0.1653214991092682"",""0.1653214991092682"""
"64,""0.15633657574653625"",""0.15633657574653625"",""0.15633657574653625"""
"65,""0.16052532196044922"",""0.16052532196044922"",""0.16052532196044922"""
"66,""0.15951871871948242"",""0.15951871871948242"",""0.15951871871948242"""
"67,""0.15987738966941833"",""0.15987738966941833"",""0.15987738966941833"""
"68,""0.1566147804260254"",""0.1566147804260254"",""0.1566147804260254"""
"69,""0.15916183590888977"",""0.15916183590888977"",""0.15916183590888977"""
"70,""0.15781673789024353"",""0.15781673789024353"",""0.15781673789024353"""
"71,""0.1584835946559906"",""0.1584835946559906"",""0.1584835946559906"""
"72,""0.15998129546642303"",""0.15998129546642303"",""0.15998129546642303"""
"73,""0.158085435628891"",""0.158085435628891"",""0.158085435628891"""
"74,""0.15901300311088562"",""0.15901300311088562"",""0.15901300311088562"""
"75,""0.15786050260066986"",""0.15786050260066986"",""0.15786050260066986"""
"76,""0.15953025221824646"",""0.15953025221824646"",""0.15953025221824646"""
"77,""0.15899641811847687"",""0.15899641811847687"",""0.15899641811847687"""
"78,""0.15907983481884003"",""0.15907983481884003"",""0.15907983481884003"""
"79,""0.16042384505271912"",""0.16042384505271912"",""0.16042384505271912"""
"80,""0.15664903819561005"",""0.15664903819561005"",""0.15664903819561005"""
"81,""0.15613970160484314"",""0.15613970160484314"",""0.15613970160484314"""
"82,""0.1583237200975418"",""0.1583237200975418"",""0.1583237200975418"""
"83,""0.15736298263072968"",""0.15736298263072968"",""0.15736298263072968"""
"84,""0.1560066193342209"",""0.1560066193342209"",""0.1560066193342209"""
"85,""0.1568092703819275"",""0.1568092703819275"",""0.1568092703819275"""
"86,""0.159938782453537"",""0.159938782453537"",""0.159938782453537"""
"87,""0.1600738912820816"",""0.1600738912820816"",""0.1600738912820816"""
"88,""0.15897531807422638"",""0.15897531807422638"",""0.15897531807422638"""
"89,""0.16006627678871155"",""0.16006627678871155"",""0.16006627678871155"""
"90,""0.1550958901643753"",""0.1550958901643753"",""0.1550958901643753"""
"91,""0.15335096418857574"",""0.15335096418857574"",""0.15335096418857574"""
"92,""0.1561451405286789"",""0.1561451405286789"",""0.1561451405286789"""
"93,""0.1562657654285431"",""0.1562657654285431"",""0.1562657654285431"""
"94,""0.15646152198314667"",""0.15646152198314667"",""0.15646152198314667"""
"95,""0.15668317675590515"",""0.15668317675590515"",""0.15668317675590515"""
"96,""0.1575276404619217"",""0.1575276404619217"",""0.1575276404619217"""
"97,""0.15695440769195557"",""0.15695440769195557"",""0.15695440769195557"""
"98,""0.15582993626594543"",""0.15582993626594543"",""0.15582993626594543"""
"99,""0.1558542549610138"",""0.1558542549610138"",""0.1558542549610138"""
"100,""0.15365178883075714"",""0.15365178883075714"",""0.15365178883075714"""
"101,""0.1583346128463745"",""0.1583346128463745"",""0.1583346128463745"""
"102,""0.15460875630378723"",""0.15460875630378723"",""0.15460875630378723"""
"103,""0.15622583031654358"",""0.15622583031654358"",""0.15622583031654358"""
"104,""0.15734943747520447"",""0.15734943747520447"",""0.15734943747520447"""
"105,""0.15373292565345764"",""0.15373292565345764"",""0.15373292565345764"""
"106,""0.15612547099590302"",""0.15612547099590302"",""0.15612547099590302"""
"107,""0.15415117144584656"",""0.15415117144584656"",""0.15415117144584656"""
"108,""0.1520986258983612"",""0.1520986258983612"",""0.1520986258983612"""
"109,""0.15538479387760162"",""0.15538479387760162"",""0.15538479387760162"""
"110,""0.15619483590126038"",""0.15619483590126038"",""0.15619483590126038"""
"111,""0.15677019953727722"",""0.15677019953727722"",""0.15677019953727722"""
"112,""0.15868012607097626"",""0.15868012607097626"",""0.15868012607097626"""
"113,""0.1556631475687027"",""0.1556631475687027"",""0.1556631475687027"""
"114,""0.15582294762134552"",""0.15582294762134552"",""0.15582294762134552"""
"115,""0.15782463550567627"",""0.15782463550567627"",""0.15782463550567627"""
"116,""0.15413150191307068"",""0.15413150191307068"",""0.15413150191307068"""
"117,""0.15582749247550964"",""0.15582749247550964"",""0.15582749247550964"""
"118,""0.15374985337257385"",""0.15374985337257385"",""0.15374985337257385"""
"119,""0.15443292260169983"",""0.15443292260169983"",""0.15443292260169983"""
